Time,Temperature
270.5,61
271,61
271.5,61
272,61
272.5,61
273,61
273.5,61
274,61
274.5,61
275,61
275.5,61
276,61
276.5,61
277,61
277.5,61
278,61
278.5,61
279,61
279.5,61
280,61
280.5,61
281,61
281.5,61
282,61
282.5,61
283,61
283.5,61
284,61
284.5,61
285,61
285.5,61
286,61
286.5,61
287,61
287.5,61
288,61
288.5,61
289,61
289.5,61
290,61
290.5,61
291,61
291.5,61
292,61
292.5,61
293,61
293.5,61
294,61
294.5,61
295,61
295.5,61
296,61
296.5,61
297,61
297.5,61
298,61
298.5,61
299,61
299.5,61
300,61
